,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,HandBrake,Brake,OutOfBounds
Jun 4 2024 9:54:36:199 AM,37606.070312,-49438.230469,5015.52002,0.0,0.0,0.0,0.0,0.0,0.0,-114.542007,0.0,0.0,-1145.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 9:54:36:199 AM,37606.070312,-49438.230469,5015.52002,0.0,0.0,0.0,0.0,0.0,0.0,-114.542007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 9:54:36:200 AM,37606.070312,-49438.230469,5015.52002,0.0,0.0,0.0,0.0,0.0,0.0,-114.542007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 9:54:36:310 AM,37606.070312,-49438.230469,4994.419922,0.0,0.0,0.0,21.089001,0.0,0.0,-229.935013,0.0,0.0,-1154.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 9:54:36:409 AM,37606.070312,-49438.230469,4966.359863,0.0,0.0,0.0,49.158001,0.0,0.0,-326.076019,0.0,0.0,-961.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 9:54:36:494 AM,37605.429688,-49438.9375,4935.259766,0.0,0.0,1.0,80.256004,2.632,18.335001,-356.247009,26.0,183.0,-302.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 9:54:36:604 AM,37602.757812,-49438.578125,4912.279785,-3.0,0.0,2.0,103.234001,4.91,11.485001,-98.841003,23.0,-69.0,2574.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 9:54:36:695 AM,37602.257812,-49438.078125,4908.069824,-3.0,0.0,2.0,107.442001,-2.473,0.794,-10.695001,-74.0,-107.0,881.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 9:54:36:799 AM,37602.339844,-49438.117188,4908.290039,-3.0,0.0,2.0,107.661003,0.044,1.598,7.808001,25.0,8.0,185.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 9:54:36:898 AM,37602.410156,-49438.199219,4909.27002,-3.0,0.0,2.0,108.644005,0.645,1.983,10.092,6.0,4.0,23.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 9:54:36:995 AM,37602.449219,-49438.257812,4910.179688,-3.0,0.0,2.0,109.551003,0.594,1.567,7.656,-1.0,-4.0,-24.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 9:54:37:102 AM,37602.480469,-49438.308594,4910.909668,-3.0,0.0,2.0,110.279007,0.468,0.955,5.843,-1.0,-6.0,-18.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 9:54:37:203 AM,37602.5,-49438.359375,4911.370117,-3.0,0.0,2.0,110.735008,0.317,0.497,3.856,-2.0,-5.0,-20.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 9:54:37:295 AM,37602.519531,-49438.410156,4911.649902,-3.0,0.0,2.0,111.021004,0.214,0.126,2.54,-1.0,-4.0,-13.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 9:54:37:402 AM,37602.519531,-49438.457031,4911.839844,-3.0,0.0,2.0,111.209007,0.152,-0.075,1.648,-1.0,-2.0,-9.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 9:54:37:516 AM,37602.519531,-49438.46875,4911.889648,-3.0,0.0,2.0,111.260002,0.0,0.0,0.0,-2.0,1.0,-16.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 9:54:37:595 AM,37602.519531,-49438.46875,4911.889648,-3.0,0.0,2.0,111.260002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 9:54:37:693 AM,37602.519531,-49438.46875,4911.889648,-3.0,0.0,2.0,111.260002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 9:54:37:794 AM,37602.519531,-49438.46875,4911.889648,-3.0,0.0,2.0,111.260002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 9:54:37:898 AM,37602.519531,-49438.46875,4911.889648,-3.0,0.0,2.0,111.260002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 9:54:37:999 AM,37602.519531,-49438.46875,4911.889648,-3.0,0.0,2.0,111.260002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 9:54:38:105 AM,37602.519531,-49438.46875,4911.889648,-3.0,0.0,2.0,111.260002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 9:54:38:195 AM,37602.519531,-49438.46875,4911.889648,-3.0,0.0,2.0,111.260002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 9:54:38:313 AM,37602.519531,-49438.46875,4911.889648,-3.0,0.0,2.0,111.260002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 9:54:38:397 AM,37602.519531,-49438.46875,4911.889648,-3.0,0.0,2.0,111.260002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 9:54:38:498 AM,37602.519531,-49438.46875,4911.889648,-3.0,0.0,2.0,111.260002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 9:54:38:609 AM,37602.519531,-49438.46875,4911.889648,-3.0,0.0,2.0,111.260002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 9:54:38:705 AM,37602.519531,-49438.46875,4911.889648,-3.0,0.0,2.0,111.260002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 9:54:38:794 AM,37602.519531,-49438.46875,4911.889648,-3.0,0.0,2.0,111.260002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 9:54:38:905 AM,37602.519531,-49438.46875,4911.889648,-3.0,0.0,2.0,111.260002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 9:54:39:5 AM,37602.519531,-49438.46875,4911.889648,-3.0,0.0,2.0,111.260002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 9:54:39:121 AM,37602.519531,-49438.46875,4911.889648,-3.0,0.0,2.0,111.260002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 9:54:39:210 AM,37602.519531,-49438.46875,4911.889648,-3.0,0.0,2.0,111.260002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 9:54:39:298 AM,37602.519531,-49438.46875,4911.889648,-3.0,0.0,2.0,111.260002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 9:54:39:405 AM,37602.519531,-49438.46875,4911.889648,-3.0,0.0,2.0,111.260002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 9:54:39:499 AM,37602.519531,-49438.46875,4911.889648,-3.0,0.0,2.0,111.260002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 9:54:39:611 AM,37602.519531,-49438.46875,4911.889648,-3.0,0.0,2.0,111.260002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 9:54:39:696 AM,37602.519531,-49438.507812,4911.899902,-3.0,0.0,2.0,111.266006,0.076,-0.248,0.54,1.0,-2.0,5.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 9:54:39:813 AM,37602.507812,-49438.578125,4911.969727,-3.0,0.0,2.0,111.335007,0.072,-0.285,0.431,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 9:54:39:898 AM,37602.507812,-49438.589844,4912.0,-3.0,0.0,2.0,111.374008,0.041,-0.117,0.234,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 9:54:39:994 AM,37602.507812,-49438.589844,4912.049805,-3.0,0.0,2.0,111.421005,0.038,-0.045,0.352,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 9:54:40:98 AM,37602.507812,-49438.578125,4912.069824,-3.0,0.0,2.0,111.434006,0.026,-0.063,0.14,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 9:54:40:207 AM,37602.507812,-49438.578125,4912.089844,-3.0,0.0,2.0,111.455002,0.04,-0.037,0.364,0.0,0.0,2.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 9:54:40:303 AM,37602.507812,-49438.578125,4912.109863,-3.0,0.0,2.0,111.482002,0.036,-0.041,0.309,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 9:54:40:407 AM,37602.507812,-49438.578125,4912.129883,-3.0,0.0,2.0,111.494003,0.036,-0.046,0.345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 9:54:40:513 AM,37602.507812,-49438.578125,4912.129883,-3.0,0.0,2.0,111.501007,0.004,-0.051,-0.095,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 9:54:40:600 AM,37602.507812,-49438.570312,4912.129883,-3.0,0.0,2.0,111.504005,0.011,-0.12,-0.326,0.0,-1.0,-2.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 9:54:40:697 AM,37602.507812,-49438.570312,4912.149902,-3.0,0.0,2.0,111.523003,0.021,-0.036,0.105,0.0,1.0,4.0,-0.03,0.0,0.0,0.0,true
Jun 4 2024 9:54:40:807 AM,37602.507812,-49438.558594,4912.129883,-3.0,0.0,2.0,111.541008,-0.005,-0.079,-0.428,0.0,0.0,-5.0,-0.07,0.0,0.0,0.0,true
Jun 4 2024 9:54:40:906 AM,37602.507812,-49438.558594,4912.139648,-3.0,0.0,2.0,111.550003,0.015,-0.035,-0.174,0.0,0.0,3.0,-0.1,0.0,0.0,0.0,true
Jun 4 2024 9:54:40:996 AM,37602.507812,-49438.558594,4912.149902,-3.0,0.0,2.0,111.558006,0.012,-0.009,0.127,0.0,0.0,3.0,-0.12,0.0,0.0,0.0,true
Jun 4 2024 9:54:41:96 AM,37602.507812,-49438.558594,4912.149902,-3.0,0.0,2.0,111.562004,0.024,-0.024,0.152,0.0,0.0,0.0,-0.14,0.0,0.0,0.0,true
Jun 4 2024 9:54:41:203 AM,37602.507812,-49438.550781,4912.139648,-3.0,0.0,2.0,111.574005,0.002,-0.049,-0.07,0.0,0.0,-2.0,-0.17,0.0,0.0,0.0,true
Jun 4 2024 9:54:41:295 AM,37602.507812,-49438.550781,4912.159668,-3.0,0.0,2.0,111.590004,0.012,-0.019,0.067,0.0,0.0,1.0,-0.18,0.0,0.0,0.0,true
Jun 4 2024 9:54:41:406 AM,37602.507812,-49438.539062,4912.139648,-3.0,0.0,2.0,111.610008,-0.008,-0.069,-0.622,0.0,-1.0,-7.0,-0.19,0.0,0.0,0.0,true
Jun 4 2024 9:54:41:502 AM,37602.507812,-49438.539062,4912.149902,-3.0,0.0,2.0,111.619003,0.023,0.012,0.421,0.0,1.0,10.0,-0.19,0.0,0.0,0.0,true
Jun 4 2024 9:54:41:597 AM,37602.507812,-49438.539062,4912.139648,-3.0,0.0,2.0,111.624008,-0.013,-0.048,-0.418,0.0,-1.0,-8.0,-0.19,0.0,0.0,0.0,true
Jun 4 2024 9:54:41:716 AM,37602.507812,-49438.539062,4912.149902,-3.0,0.0,2.0,111.628006,0.002,-0.026,-0.101,0.0,0.0,3.0,-0.19,0.0,0.0,0.0,true
Jun 4 2024 9:54:41:801 AM,37602.507812,-49438.539062,4912.149902,-3.0,0.0,2.0,111.634003,0.009,-0.002,0.144,0.0,0.0,2.0,-0.18,0.0,0.0,0.0,true
Jun 4 2024 9:54:41:894 AM,37602.507812,-49438.539062,4912.159668,-3.0,0.0,2.0,111.646004,0.017,-0.039,0.011,0.0,0.0,-1.0,-0.18,0.0,0.0,0.0,true
Jun 4 2024 9:54:41:998 AM,37602.507812,-49438.539062,4912.169922,-3.0,0.0,2.0,111.647003,0.012,-0.013,0.083,0.0,0.0,1.0,-0.18,0.0,0.0,0.0,true
Jun 4 2024 9:54:42:94 AM,37602.507812,-49438.539062,4912.169922,-3.0,0.0,2.0,111.653008,0.025,-0.032,0.095,0.0,0.0,0.0,-0.18,0.0,0.0,0.0,true
Jun 4 2024 9:54:42:205 AM,37602.507812,-49438.539062,4912.169922,-3.0,0.0,2.0,111.654007,0.023,-0.006,0.27,0.0,0.0,2.0,-0.18,0.0,0.0,0.0,true
Jun 4 2024 9:54:42:298 AM,37602.507812,-49438.539062,4912.159668,-3.0,0.0,2.0,111.668007,-0.012,-0.067,-0.45,0.0,-1.0,-7.0,-0.18,0.0,0.0,0.0,true
Jun 4 2024 9:54:42:408 AM,37602.507812,-49438.539062,4912.169922,-3.0,0.0,2.0,111.679008,0.013,-0.004,0.1,0.0,1.0,5.0,-0.18,0.0,0.0,0.0,true
Jun 4 2024 9:54:42:504 AM,37602.507812,-49438.539062,4912.169922,-3.0,0.0,2.0,111.681007,0.015,-0.002,-0.019,0.0,0.0,-1.0,-0.18,0.0,0.0,0.0,true
Jun 4 2024 9:54:42:595 AM,37602.507812,-49438.539062,4912.159668,-3.0,0.0,2.0,111.690002,-0.008,-0.045,-0.226,0.0,0.0,-2.0,-0.18,0.0,0.0,0.0,true
Jun 4 2024 9:54:42:699 AM,37602.519531,-49438.539062,4912.159668,-3.0,0.0,2.0,111.695007,0.026,0.002,0.28,0.0,0.0,5.0,-0.18,0.0,0.0,0.0,true
