,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,HandBrake,Brake,OutOfBounds
May 22 2024 11:00:14:589 AM,37606.070312,-49438.230469,5016.5,0.0,0.0,0.0,0.0,0.0,0.0,-106.101006,0.0,0.0,-1061.0,-0.01,0.0,0.0,0.0,true
May 22 2024 11:00:14:589 AM,37606.070312,-49438.230469,5016.5,0.0,0.0,0.0,0.0,0.0,0.0,-106.101006,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,true
May 22 2024 11:00:14:589 AM,37606.070312,-49438.230469,5016.5,0.0,0.0,0.0,0.0,0.0,0.0,-106.101006,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,true
May 22 2024 11:00:14:617 AM,37606.070312,-49438.230469,5000.189941,0.0,0.0,0.0,16.318001,0.0,0.0,-203.938004,0.0,0.0,-978.0,-0.01,0.0,0.0,0.0,true
May 22 2024 11:00:14:618 AM,37606.070312,-49438.230469,5000.189941,0.0,0.0,0.0,16.318001,0.0,0.0,-203.938004,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,true
May 22 2024 11:00:14:618 AM,37606.070312,-49438.230469,5000.189941,0.0,0.0,0.0,16.318001,0.0,0.0,-203.938004,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,true
May 22 2024 11:00:14:858 AM,37606.070312,-49438.230469,4974.089844,0.0,0.0,0.0,42.414001,0.0,0.0,-301.677002,0.0,0.0,-977.0,-0.01,0.0,0.0,0.0,true
May 22 2024 11:00:14:859 AM,37606.070312,-49438.230469,4974.089844,0.0,0.0,0.0,42.414001,0.0,0.0,-301.677002,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,true
May 22 2024 11:00:14:859 AM,37606.070312,-49438.230469,4974.089844,0.0,0.0,0.0,42.414001,0.0,0.0,-301.677002,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,true
May 22 2024 11:00:14:924 AM,37606.070312,-49438.230469,4950.899902,0.0,0.0,0.0,65.607002,0.0,0.0,-368.151031,0.0,0.0,-665.0,-0.01,0.0,0.0,0.0,true
May 22 2024 11:00:15:28 AM,37603.910156,-49438.660156,4918.850098,-2.0,0.0,1.0,97.658005,9.622001,19.714001,-194.826004,96.0,197.0,1733.0,-0.01,0.0,0.0,0.0,true
May 22 2024 11:00:15:121 AM,37602.660156,-49438.410156,4909.169922,-3.0,0.0,2.0,107.336006,2.917,7.403,-50.676003,-67.0,-123.0,1441.0,-0.01,0.0,0.0,0.0,true
May 22 2024 11:00:15:227 AM,37602.597656,-49437.9375,4907.919922,-3.0,0.0,2.0,108.587006,-0.742,1.034,3.195,-37.0,-64.0,539.0,-0.01,0.0,0.0,0.0,true
May 22 2024 11:00:15:329 AM,37602.667969,-49438.019531,4908.759766,-3.0,0.0,2.0,109.430008,0.496,2.073,9.991,12.0,10.0,68.0,-0.01,0.0,0.0,0.0,true
